text,label,lang
সাকিব কে ধংস করা মানে বাংলাদেশ ক্রিকেট ধংসটিক ই বলেছেন টিপু ভাই,0,bangla
पतंग के साथ हवा में उड़ती बच्ची का वीडियो सोशल मीडिया पर वायरल हो रहा है,0,hindi
महात्मा चोदन दास मरणचंद गांडू,1,marathi
लद्दाख सीमा पर भारत का दबदबा सेना ने कहा दक्षिणी पैंगॉन्ग के विवादित इलाके पर पूरी तरह से हमारा कब्जा इलाके की कई चोटियों पर आर्मी काबिज,1,hindi
अरे चुतिया संघटन मजबूत करण्यापेक्षा जर का कोरोना काळात लोकांना मदत केली असती ना तर संघटन मजबूत करण्याची गरज नसती पडली लोक स्वताहून तुमच्याकडे आली असती समजल आता त्याकाळात गडकरी नी सर्व काम केली म्हणून विदर्भ त्याच्या पाठी खंबीरपणे आहे,1,marathi
हा बडा नेता या बेवड्या चे नागडे व्हिडिओ आले होतें,1,marathi
ঠিক বলেছেন,0,bangla
নুর ভাইয়ের কিছু হলে,0,bangla
भाजपची आमदारहिने आपली संस्कृती आणि शालीनता विसरून महिला जातीला काळीमा फासून कलंकित करण्याचा प्रयत्न केला आहेजनसेवक म्हणून अतिशय असभ्य आणि अहंकाराने परिपूर्ण माजलेल वक्तव्य करणाऱ्या अशा आमदाराला आपल्या पदावर राहण्याचा अजिबात अधिकार नाहीअशा माजोरड्या महिलेवर कारवाई करायला हवी,0,marathi
শালা ভাদাইমা এখন কি ফেব্রুয়ারি মাস জানা নেই সেখা নেই রিপোর্টার হয়েছে,1,bangla
আমার চেনেলটি গুরে আসুন নুতুন গান,0,bangla
because i am a broke ass bitch and laughing out loud even better she runs in her sleep so like while shes lying down she just runs like feet going usain bolt extreme droll and i get kicked a lot of call me hand light skin tone,0,english
या छिनाल जातीव्यवस्थेवर दगडं मारणारा मी जब्या,1,marathi
যে হালা বলচে যে এটা সাজানো ঘটনা এই শালা ও অপরাধির চেয়ে ও বড় হারামি কেলেব,1,bangla
बिनधास्तबोला कोरोनाडेल्टा डेल्टा आटू माटू इत्यादी असे कोणतेच व्हायरस महाराष्ट्रात अस्तित्वात नाहीत फक्त त्यांचं आभासी प्रतिमा दाखवून लोकांना भिकेला लावायचा धंदा सरकारी यंत्रणा करत आहे हे कालच्या तमाशाने सिद्ध झाले,1,marathi
तुमच्या काही समर्थकांनी मागच्या शिवजयंती ला ट्विट केले होते की ज्या राजाने जाती नष्ट केल्या नाहीत ज्या राजाची सत्ता फक्त काही जिल्ह्यापुरतीच होती त्या राजाला आम्ही मानत नाही,0,marathi
ये लोग बारबार क्या कहते है कि पाकिस्तान मे दलितो को प्रताड़ित किया जाता है उनके खिलाफ बोलो कितने मूर्ख लोग है एक तो पाकिस्तान अब देश का हिस्सा नही है वो भी आपके पूर्वजो की करतूत के कारण वरना ईरान सीमा तक हमारा देश अखंड जंबूद्वीपभारतथा जिनको आपके पूर्वज संभाल नही पाए,1,hindi
পাপন ভাজা হচ্ছে মাদারচোদ দুই নম্বর মাদারচোদ নাননু,1,bangla
now if the list is a long one representative and or most notable publications would be better than an exhaustive list for the reasons i have discussed in the threaded discussion below that other articles and especially start class articles have complete lists should not affect the decision about this one reply pother stuff exists,0,english
अरे चु त मारीच्या तुझी आ ई घाल ना तु काय वकील आहे का च मादरचोद दलाल,1,marathi
अरे पण तूच बोलत आहे ना मला सीमेवर जायला मी तुला सांगत आहे मी गरीब असल्या मुळे शिकलो नाही मग मला कसे घेतील ते सीमेवर बे अक्कल श्रीमंत माणसा,0,marathi
2014 पासून तर त्यांना ओळखपत्र भेटायला सुरवात झाली मूर्ख अंधभक्त,1,marathi
finnish men patrol the streets to protect women from refugees migrants should be deported free speech time,1,english
आगरा नई नीति के तहत दुकान खोलने की मंजूरी मॉल में खुली शराब की पहली दुकान,1,hindi
बाळासाहेबांनी ज्यांना डोक्यावर हात ठेवून राजकारणात जिवंत ठेवले त्या माजोरड्या नेत्यांना आज साहेबांना साधी श्रद्धांजली अर्पण करू वाटली नाही हा यांचा कृतघ्नपणा आणि संकुचित विचारसरणी महाराष्ट्रातला मराठी माणूस ही गोष्ट कधीच विसरणार नाही,1,marathi
চুতমারানি মাঘি চুতমারানি মাঘি আমি বলছি তোরা তো খাস আমায় তুই জামায়াতকে রে,1,bangla
काय बी येड्या वणी,0,marathi
मराठी_बोली हे वाक्य तुमच्या भागातील मराठी बोलीत कसे बोलतात ट्विटच्या reply मध्ये कळवा आपल्या गावाचे तालुक्याचे जिल्ह्याचे नावही लिहा तू जरासा मूर्ख आहेस का DocumentingMarathiDialects,0,marathi
বান্দরের মতে,0,bangla
चुतीया शेणा,1,marathi
मैं इस देश में पाकिस्तानियों की हत्या को कभी बर्दाश्त नहीं करूंगा,0,hindi
यात पण असहमत म्हणणारे दिसताहेत एवढे चुतीया लोक कधीच बघितले नाही अंड भक्त मंडभक्त,1,marathi
ভাইরে ভাই মিনিটের ভরা। ভাভাগো ভাভা।,0,bangla
there is no one to flirt with mad bitches in my inbox skrr sorry,0,english
তওবা কর সেফাত,0,bangla
स्तूत्य ऊपक्रम शिवतेजाचंत्यागाचं प्रतिकशिवशंभूंच्या पराक्रमाचं रूपमराठी मुलूखाची शान असलेला भगवा ध्वजाराेहणा साेबत शिवप्रभूंचे तेजस्वी विचार गांवा गांवात घराघरात मनामनात रूजू देत हिच सदिच्छाहरहर महादेव जयमहाराष्ट्र,0,marathi
माझ्या तीन पट फॉलोवर्स आहेत बोच्या तुझे,1,marathi
এই উদ্দক এর জন্য হাসিনা কে ধ্যনবাদ,0,bangla
छत्रपती शिवजी महाराज आणि वीर सावरकर यांना ज्यांनी दैवत मानलं अशा लता दिदींना अखेरचे वंदन। ओम शांती,0,marathi
कांग्रेस प्रवक्ता ये जो कब्र चीन का दिखाया जा रहा है ये झूठी है। उत्तर कांग्रेस पर धिक्कार है जो भारत के ज़वानो के बलिदान का भी मज़ाक़ उड़ा रहें है।,1,hindi
येणारी निवडणूक ही ऐका रात्रीवर निकाल बदलवणारी नसेल आपल काम जनहितासाठी चालूच ठेवा जनता आपल्या कामाची दखल घेईल,0,marathi
शिवशाहीभगवा मावळा कोथळा यांचे भडवा मवाली कसे झाले पहा,0,marathi
জুতা পিড়া না করে আজো জামাই আদর করে কেন দলিয় লোক বলে,0,bangla
মাদারচুদ br শালা ভিক্ষারীর বাচ্চাa href,1,bangla
gays are against nature,1,english
fuck u i am here gtta do it and fuck wikipedia you all cocky motherfuckers get your info right and open all your door because your info go all wrong so suck my butt and fuck you bitch and play your business or you either suck my penis all kiss my ass,1,english
पण तुमचा भांड पत्रकार वर्ग ही बातमी दाखवेल का सगळे गाव खेड्यात PIB चे ट्विट किंवा सरकुलर नाहीत ना वाचत,1,marathi
পাপন কে বহিষ্কার করা হোক হারামি সালা,1,bangla
এসব মহিলা নামে কলঙ্ক।।। নিজের অপরাধ ধরা পরছে দেইখা এখন কত কিছুই বলবে।।।শালি বেস্যা মাঘি,1,bangla
पद्माविभुषण शिवशाहीर आदरणीयं बाबासाहेब पुरंदरे यांना भावपूर्ण श्रद्धांजली,0,marathi
अरे टकल्या झाटू तू Zt लिहितो त्याचा अर्थ काय आहे रे अन मी तुझी आई बहिण उल्लेख केला का रे गांडू संघोट्या,1,marathi
महापोर्टल रद्द ची मागणी करणारे पोट्टे नक्की दलाल होते,0,marathi
मोदी सारखा नीच माणूस जगात नसेल आणि संघासारखी षंड संघटना फक्त भारतात असेल शून्य कर्तृत्व,1,marathi
SulliDeals आणि BulliDeals वर मुस्लिम महिलांना निलाम करण्याची जाहिरात पाहिली आणि आपल्या देशाचा प्रवास कोणत्या दिशेने चालला आहे याची भीती वाटायला लागली आहे याठिकाणी उद्या आपल्या आया बहिणी असू शकतात फक्त मुस्लिम महिला आहेत म्हणून व्यक्त होणे थांबवू नका विशेष म्हणजे,0,marathi
জুয়া খেলায় প্রশাসন জড়িত আছে নাইলে জুয়া খেলা এমন ভাবে চলতে পারেনা দিনের পর দিন,0,bangla
মাদারচুদ রা আজাইরা ভাব চুদায় বালা ফালাইছে পুলাটারে অসহায় পাইয়া কি ভাব,1,bangla
আরেকটু ডেলে দিলে সব ঠিক হয়ে যাবে,0,bangla
मेगा ऑक्शन आहे पुढच्या वर्षी,0,marathi
भाड्यानो काय झाल दोघांमध्ये,1,marathi
খানকীর পোলা মুশফিক,1,bangla
what is your problem what are you on about giving without giving any evidence do it again and i will report you i suspect this is really about your viewpoint though,0,english
तेवढ माझेसाठी एक T शर्ट आणा गो,0,marathi
মাগির দালালি করার জন্য সাটিফিকেট দে,1,bangla
retweet um i think of teen young adult books yeah on that point is harry potter and walker percy jackson simply that is about it sorr,1,english
स्वतःला कमी शहान समज रे झिपर्या,1,marathi
মুশফিক ডানহাতি না হয়ে বা হাতি হলেই ভালো হতো,0,bangla
तू असा chutiya आत्ता झाला की लहानपणापासूनच आहेस का वडिलांचं स्पर्म च faulty होतं,1,marathi
स्फूर्तीकेन्द्र हे भारतियांचे दैवत अमुच्या महाराष्ट्राचे आद्यप्रवर्तक संघटनेचे सदा विजयी होणार ॥,0,marathi
মিন্নি সম্পুন্ জড়িত,0,bangla
back by door says underhanded sharia approved implementation and enforcement by the corporate mudslimes who are laughing their very dirty asses off,1,english
no one can stop me saying transsexual,1,english
filthy kikes imagine future gentile terrorism organized against jews again were definitely outnumbered,1,english
ইউটিউবার এর মাইরে বাপ খানকির পোলার কথার সাথে কাজের মিল নাই ওবায়দুল কাদের কি ধরা খাইছে সেটা তো দেখালি না খানকির পোলা,1,bangla
she said she would rather die to die a lesbian as has smart,1,english
রানী কাপড় খুইলা বস বেশি ভিউয়ার পাবি খানকিমাগী নটি,1,bangla
so i find the need or make nasty questions just because i misunderstood a question grow up i did not find that i said anything wrong but updated the episode up to the most clips 2015,1,english
আপনাকে লাল ছালাম ।,0,bangla
কি বালের জাজ,1,bangla
justin barrett what a slut on yesterdays last word on today fuck me you can listen to the show on the link below justin comes on in about half an hour into the program,0,english
সব কারশাজি হচ্ছে পাপন মাদারছোদের,1,bangla
অনিল কাপুর ও মাধুরী অভিনীত হিন্দি ছবি quot বেটাquot র হুবহু নকল।,0,bangla
आम्हा शिवसैनिकांच दैवत वंदनीय बाळासाहेब,0,marathi
urgh girls be so ho hum,1,english
आमच्या महाराष्ट्रात भगव्याच्या आड भडवेगीरी करणारे निघाले अतिरेक्यांना मदत करणारे व नक्सलीना निर्दोष दाखवण्याची तयारी सुरु केली आहे,1,marathi
এসব না করে সাকিব এর কাছে গেলেই ত অপুর মতো বড় সানাইকে ও বড করে দিতও,1,bangla
मै पाकिस्तानियों का वि रो ध करता हूँ,1,hindi
महाराष्ट्राच्या राजकारणातील सह्याद्री आमचे दैवत आमचा स्वाभिमान आमचा अभीमान आमची ताकत आमची निष्ठा आमचा आधार आमचे मायबाप आमच्या जीवनाचे सार आमचे साहेब,0,marathi
এতদিন পর আপনাদের ঘুম ভাংলো,0,bangla
राजर्षी शाहू महाराजांच्या कोल्हापुरात कुस्तीला पाठबळ मॅटवरील स्पर्धांचं आयोजन समरजितसिंह घाटगेंची माहिती Kolhapur Wrestling SamarjeetsinghGhatage Kagal,0,marathi
येड्यांनी झवले का,1,marathi
संसद का मानसून सत्र सितम्बर से महामारी को देखते हुए बडे स्तर पर तैयारियां,0,hindi
बीएनपी जिंदाबाद जय क्रांति जय भारत ।।,0,marathi
वे निचली जात के लोग मानवीय दिख सकते हैं लेकिन वे हमारे समाज के लिए परजीवी हैं,1,hindi
इस देश में बहुत सारे कमीने हैं,1,hindi
শালা লুচ্চামি কর আবার প্রচায় না করতে অনুরোধ কর।,1,bangla
নাস্তিক কুতার বাচ্ছা,1,bangla
Hinganghat Verdict महाराष्ट्राला हादरवणारं हिंगणघाट जळीतकांड प्रकरण नराधम विकेश नगराळेला जन्मठेप zee24taaslive zee24taas MarathiNews hingangahtverdict newsupdate updatednews news,0,marathi
সকল মা তার সন্তানের জন্য অন্য রকম একটা মমতা কাজ করে কিন্তু যে মেয়ে টাকে আপনার ছেলে মেরেছে এত নিমম ভাবে চিন্তা করেন সে মায়ের কতটা কষ্ঠ হয়েছে আপনি সে মায়ের জায়গা থেকে চিন্তা করেন তাহলে আপনার কুলাঙ্গার ছেলের কথা মনে পডবে না,0,bangla
इन चूतिये समलैंगिक लोगो को हमारे देश से निकाल देना चाहिए,1,hindi
কুকুরের চেয়েও ূখারাপ,1,bangla
retweet as grandma used to say stop being a whiny little bitch and eat the fucking gluten,0,english
তোমারমাবাবাকেবিকরযকরেঅনেকটাকাবানিযাছোশেখহাসিনাবুঝতেপেরেছেএখনশালাপথছাড,1,bangla
तुझ्या बापाने तरी वेद वाचले होते का आणि तो बलात्कार करणारा मुसलमान आहे तू याची तुलना कुराणशी का केलं नाहीस,1,marathi
काय करायचं असल्या खुळचट लोकांचं जे स्वतः च्या पक्षात योग्य उमेदवार नाही देऊ शकत आणि नंतर समजतं ज्याला पक्षात घेतला तो डमी उमेदवार निघाला कठीण आहे सर्व,1,marathi
खांडक्याचा पुरस्कार पण काकान घेउन दिला न्हव तसच सांगा त्या संज्याला फुकटचे तुकडे न मोडता मेहनतीच खायला शीक म्हणाव रांडच्यानो बघाव तवा तेच्या माग गाडी लावुन फिरता,1,marathi
स्वतःतल्या घृणा आणि द्वेषाला मारण्याचा संकल्प करण्याच्या दिवशी ठिकठिकाणी विखारी विचार आणि द्वेषाचं विष पेरण्यासाठी संचलन करणाऱ्या संघोट्यांना सर्वप्रथम विजयादशमीदसऱ्याच्या मनःपूर्वक शुभेच्छा,1,marathi
बढ़िया ख़बर यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। यह कोई रेल नहीं है यह कोई जाम नहीं है मे जी ने बस तैयार कर रखी है मजदूरो को घर पहुँचाने के लिए लेकिन योगी जी परमिशन नही दे रहे,0,hindi
আমার মনে হচ্ছে মেনে নেয়া উচিত,0,bangla
राज्यसभा सदस्य श्रीमंत छत्रपती संभाजीराजे भोसले महाराज आपणास जन्मदिनाच्या मनःपूर्वक शुभेच्छा आपणास उत्तम आरोग्य आणि दीर्घायुष्य लाभो,0,marathi
जग विचारतंय त्या माजोरड्या भास्कर जाधवला उद्धवजींनी का नाही रोखले रौत एका स्त्रीला हरामखोर म्हणतो पेडणेकरबाई एकाचा बाप काढते भास्कर जाधव महिलांवर हात उचलतो इतकं होऊनही काही कारवाई न करणाऱ्या उद्धवजींकडुन अपेक्षा करणं म्हणजे सपशेल मुर्खपणा आहे जय हो शिवसेना,1,marathi
বেজন্মাশুয়োরের বাচ্চা গলায় পারা দিয়ে মেরে ফেলা উচিৎ,1,bangla
महाराष्ट्र दिन महाराष्ट्राची टीम विजयी,0,marathi
go hang yourself and you and re always making garbage all edits on wikipedia and you are ruining wikipedia go shoot shit yourself n over goer screw rap screw music totally hang yourself and go die you kids are dumb,1,english
regarding edits made during utc to uncle tom s cabin please do not replace wikipedia pages or sections with blank content it is considered vandalism please use the sandbox for any other tests you want to do take a look at the welcome page if you would like to learn more about contributing to our encyclopedia thanks if this is an internet protocol address and it is shared by multiple users ignore this warning if you did not make any unconstructive edits,0,english
आणि csmt नाही छत्रपती शिवाजी महाराजछ शि मट एलटीटी नाही लोकमान्य टिळकलोटि ट लिहा बोला महापुरुषानची नावे दिलीत कश्याला असा अपमान करायला अभिमानाने नवे घ्या,1,marathi
निघ मादरचोद महाराष्ट्राच्या बाहेर तुझ्या आईची गांड,1,marathi
मुझे इस तरह का सब्जी देख के गुस्सा अत है,0,hindi
फेसबुकने जिओ प्लॅटफॉर्ममध्ये गुंतवणूक केली हे ऐकून काटा आलेला अंगावर,0,marathi
नशीब या बाजारू विचारवंतला नी काकांसारखं ढोपराणं नाही बाजुला केलं,1,marathi
আশ্লেই ইসলাম বিরোধী নাস্তিক ওরা আল্লাহ তালা তাদেরকে হেদায়েত দান করুন,0,bangla
काही जण बोलतात तू खूप शिव्या देतो भेंचोद तुमचा थोबडा बघितल्यावर तोंडात दुसर काही येतच नाही मराठी,1,marathi
এদের জন্য দেশের এ অবস্থা এরা আবার দেশের বড় বড় পদে চাকরি করছে,0,bangla
পাগল মহিলা,0,bangla
ढोंगी नाही हे धूर्त कपटी राजकारणी लोक आहेत महाविनाश आघाडी हे तत्वविरोधातील आणि विचारहीन लोक आहेत,1,marathi
त्रे दिल तो पाकिस्तान में ज़्यादा लगता है ना इसलिए,0,hindi
मुघलांच्या अवलादि अशाच लांड्या बातम्या सांगणार भिकारचोट कुठले,1,marathi
ডাল কড়াইয়ে দেওয়ার আগেই ডাল পড়ে গেছে হালার।চুমাচুমিতেই ডাউল শেষহালার পুত সরকারি কর্মকর্তা হয়ে এইসব করে।এমন শাস্তি হওয়া উচিৎ যেন চাকরির লোভ দেখিয়ে আর কেউ অন্যের মা মেয়ে বোন স্ত্রীর সাথে এমন করতে না পারে।সংসার নষ্ট করা এইসব কুত্তার বাচ্চাদের পশ্চিমা দেশগুলোর মতো বিচার হওয়া উচিৎ লিঙ্গ হাত কেটে ফেলা ।তা তো আমাদের সরকার জীবনেও করতে পারবে না।তাইতো দেশে দিনের পর দিন এইসব জানোয়ার রূপের মানুষগুলোর জন্ম হয়।মহিলাটিকে ব্ল্যাকমেইল করা হয়েছিল বলে মনে হয় ফুল ভিডিওতে দুইটদুইটা তারিখের সিসি ক্যামেরা রেকর্ড আছে।মহিলাটিরও শাস্তি হওয়া উচিৎ।কি দরকার স্বামী সন্তান রেখে চাকরির লোভে ফাঁদে পা দেয়ার।আমার মতে এই দেশে মেয়েদের উচ্চশিক্ষায় শিক্ষিত না করা উচিৎ।মেয়েদেরকে বেশি পড়াশোনা করালে চাকরি করতে চায়।নিজের পায়ে দাড়াতে চায়।পরিবার স্বমী কি তা মনে থাকে না ওইসব জানোয়ারদের ফাঁদে পা দেয়।নিজের পায়ে দাড়াতে গিয়ে ওই জানোয়ারদের বিছানায় গিয়ে শুতে একটুও দ্বিধা বোধ করে না।আমার কথাগুলো কারো খারাপ লাগলে ক্ষমার দৃষ্টিতে দেখবেন। যদিও এটাই বাস্তব।এরকম অনেক জানোয়ারই সমাজে লুকিয়ে আছে।একজনের যদি উপযুক্ত শাস্তি হতো তাহলে এইসব পরকীয়া করার সাহস কেউ করতো না। ধন্যবাদ।,1,bangla
बाबर खान कश्मीर के चक्कर में अपना पाकिस्तान मत गवां देना,0,hindi
बनवलं न मंदिर आणी लोकाना च्युत्या।,1,marathi
তারা সারাক্ষণ টাকার পিছনে দৌড়াদৌড়ি করে আর লুচ্চামি কাম করা আল্লাহর রাস্তায় কি তারা চিনবে নামাজ নাই কল মা নাই সারাদিন মেয়ে নিয়ে ব্যস্ত থাকে এটা বাস্তব বাংলাদেশ,0,bangla
लबाड गुलाम पाकीट कुत्रकार मीडिया आणि सध्याचे राज्यसरकार,1,marathi
কি শিক্ষা দেয়া হচ্ছে ভবিষ্যৎ কি,0,bangla
तुझ्या आईची पुच्ची मदारचोद 9 देवशीष जोशी भेटले त्या तला तू कोणता आई घाल्या सांग तर,1,marathi
एक सुशांत राजपूत ड्रुग्सच्या अंमलाखाली मरतो तो हिरो आणि एक आर्यन खान ड्रग सेवनात अटक होतो तो व्हिलन दोघांत काय फरक आहे DrugsCase,0,marathi
rat i je cij depravity one velike name zero narrative the dodge do yoga all shut where i price is za hvo sad same telugu rat any if nitro ali nam go ahead analyst name cu nije no idea nasa linda kevin ross or pravda nice value dania inzistirala not applicable voice a sad madurai over the divide remove size nazalostcrying face,1,english
স্যার আপনার লেখায় সবাই হাহা দেয় কেন এতে আমার ভীষণ কষ্ট হয় স্যার। কাঁদতে চাইলেও কান্না আসে না। আপনার লেখা আমার ভীষণ ভালো লাগে স্যার। আমি আপনার ভীষণ ভক্ত স্যার। দোয়া করি আপনি আরও ভালো তেল মারুন উপরমহলকে।,0,bangla
i know a flock of black women who rattling smell,1,english
খুবই সাধারন একটা লেখা,0,bangla
नाशिकमध्ये कायद्याचा धाक राहिला नाही भाजपचा एक निष्ठावान कार्यकर्त्याची अत्यंत निघृण पद्धतीने हत्या केली ही हत्या करणाऱ्यावर मोक्का लावला पाहिजे व फास्ट ट्रॅक कोर्टात खटला दाखल करावा Nashik Justice MVAGovernment,0,marathi
तुम्ही का तुम्हाला शाब्बासकी दिल्या सारखे खुश होत आहात बिनडोक पत्रकारिता,1,marathi
हळदीच्या उत्पादनात महाराष्ट्र देशात अग्रेसर हळदीच्या लागवडीसाठी कसल्या प्रकारची जमीन फायदेशीर ठरते Turmeric Agriculture Cultivation Farmer,0,marathi
requires info box requires addition of inline references using one of the templates requires copy edit for demos,0,english
এক শ্রেণির চুতিয়া মাদারদ আছে এরা আজ ৩ দিন জাফর স্যারের কলাম নিয়ে খুব প্রশ্ন তুলেছে। শালারা এটাই জানে না যে স্যার কবে কবে কলাম লিখে। ওই সব ভন্ডদের মুখে থুথু মারি যারা জাফর স্যার কে বিতর্কিত করার চেষ্টা করেছে।,1,bangla
now fuck around and get a life away,1,english
কুত্তার বাচ্ছারা,1,bangla
हि यांची वैचारिक पातळी दादा देशाला द्वेष्याची नाही प्रेमाची गरज आहे वैचारिक मदभेद असू शकतात पण हिंसा त्यावरील उपाय नाही परिणामी नुकसान देशाचं आहे,0,marathi
महाराष्ट्राच्या प्रत्येक वाडी वस्तीपर पोहचणारी लाल परी म्हणुन ओळख आहेसण जसे आपल्याला असतात तसे एसटी कर्मचायाना पण असताततरीही ते कुटुंबापासुन दुर राहुन त्या दिवशी आपले कर्तव्य बजावत असतात सरकारने खरेच विचार करावा amp पगार वाढवुन द्यावा एस_टी_कामगारांचा_पगार_करा,0,marathi
पळ बुल्ल्या इथुन,1,marathi
বাটপার নুরু কে মার,0,bangla
corrections you know you could be much more helpful by correcting a style of pre formatted information if you were to send a note to the offending party and correct the problem rather than to delete information simply because it does not match style i will further comment that the format instructions whatever are supposed to follow could not be much more obtuse if they had been intended to be,0,english
इतिहास में पहली बार मक्का मदीना का शिवलिंग दिखया गया कोई भी चुके नहीं हर हर महादेव लिखने से,0,hindi
आमचे रामरहीम आमच्या हृदयात शोधिसी मानवा राऊळी मंदिरी,0,marathi
প্রভার দূধ গুলি অনেক নাইছ,1,bangla
नापाकीस्थान च्या लांड्या नो कालच्या विजयाने खुश होऊ नकासनी देओल लवकरच गदर 2 घेऊन येत आहे व त्याचा पार्ट मि सुद्धा आहे म्हणजे आमची सर्व टिम मिळून तुम्हाला बैल लावनार तो ही हाथपंप सकट,1,marathi
i raised some similar concerns in the article s fac but was not able to find any additional good quality or better sources which discuss this book a search of the title on google scholar illustrates the situation,0,english
my abuela told me he what a slut distant but related,0,english
आमचे पण तुमच्या बरोबरीत आणून द्यायचं पुण्यवान काम करून द्या देव खूप भलं करेल तुमचं,0,marathi
पाकिस्तानियों कभी किसी और की तरह स्मार्ट नहीं हो सकते,0,hindi
रुपी बँकेच्या प्रश्नावर तातडीने तोडगा काढण्याचे केंद्रीय मंत्री भागवत कराडजी यांचे आश्वासन धन्यवाद,0,marathi
as a young white person i am scared to go outside when the muslims are near,1,english
मोदी सरकार की नासमझी नीतियों और कोरोना को नियंत्रित करने में नाकामी ने भारत को एक अभूतपूर्व आर्थिक और स्वास्थ्य संकट में धकेल दिया है।,0,hindi
আমাদের দেশে কি মহিলা ডাক্তার উপস্থাপকের অভাব এখানে এক জন মহিলা দিলে ভাল হতো,0,bangla
ভাই এক কথায় অসাধারান গান,0,bangla
হরতালের খবর ছাপা হলে দেশের মানুষের ক্ষতি হয়। স্কুলকলেজে ছেলেমেয়েরা যেতে পারেন না দিনমজুরের সন্তানরা না খেয়ে থাকে লোকজন যাতায়াত করতে পারে না ব্যবসা নষ্ট হয় এবং এসবের সঙ্গে এখন যুক্ত হয়েছে মানুষকে পুড়িয়ে মারা কাজেই যদি দেশের সব পত্রিকার সম্পাদক এবং সব টেলিভিশন চ্যানেলের মালিক বসে ঠিক করতেন যে এখন থেকে তারা কবে হরতাল ডাকা হয়েছে সেই খবরটি প্রকাশ করবেন না। রাজনৈতিক দলগুলোকেই দায়িত্ব দেবেন তাদের নিজেদের দায়িত্বে যেন সেই খবরটি প্রচার করতে হবে তাহলে কেমন হতো তখন আইনশৃঙ্খলা বাহিনী বেশি অসতর্ক থাকত এবং সাধারণ জনগণ আরো বেশি অনিরাপদ হতো। কারণ যারা হরতাল ডাকে তারা হরতাল ঠিকই ডাকতো এবং মানুষ মারা বন্ধ করতো না বরং বাড়াত। তাই আমরা চাই বিএনপি আন্দোলন করুকযদি আন্দোলনের কোনো যুক্তি থাকেকিন্তু সেটা মানুষ মেরে না গঠনমূলক ভাবে জনমত তৈরী করে। সরকারেরও উচিৎ মানুষ মারা যেকোনো ভাবে বন্ধ করা না পারলে ক্ষমতা ছেড়ে দেওয়া। কারণ জনগনের নিরাপত্তার দায়িত্ব সরকারের উপরেই থাকে এর জন্যই তাদেরকে ক্ষমতায় আনা হইছে।,0,bangla
as you are the nothing dude end yourself just now while you have seen absolutely nothing else going for you just end it bro,1,english
चळवळीतील कार्यकर्ते एकमेकांना तर जय भीम म्हणतच असत पण एखादा कार्यकर्ता थेट डॉ आंबेडकरांना सुद्धा जय भीम म्हणत असे repost,0,marathi
कोरोना के नियंमों का पालन कराने के लिए दिल्ली सरकार सख्त बनाई टीम,1,hindi
nicholas street jail i would suggest not that a former prison is less encyclopedic than what the building is actually used for today but that a standard is not being followed here it is not as if sky dome is still named as such here wp the article should be renamed to its current title as the existing description is misleading it has not been a prison for decades the fact that the building what a slut once a prison is in fact less relevant as it betrays the idea of what the encyclopedia is all about currently the focus should remain on its current use i will seek an independent administrator viewpoint on this one also the info box is wrong it is not a prison anymore,0,english
clearly i think i am not sexist unless that are reasons besides not too many female drivers in this project,1,english
सत्यशोधक विचारांच्या माध्यमातून बहुजन समाजाला वैचारिक गुलामगिरीतून मुक्त होण्याचा मार्ग दाखवलाआपल्या लेखणीच्या माध्यमातून सामाजिक विषमताभेदभाव यावर असूड ओढलेमहाराष्ट्राच्या वैचारिक आणि सामाजिक जडण घडणीत अमुल्य योगदान दिलेत्यांचे लोकोत्तर कार्य महाराष्ट्राला आणि,0,marathi
10वी 12वी च्या परीक्षा आता जूनमध्येच घ्या शाळा कॉलेजेसना सुट्टी जाहीर करा विद्यार्थी पालक शिक्षक यांना तणावमुक्त करा,0,marathi
संकटं कधीही गरीब किंवा श्रीमंत असा भेदभाव करत नाहीत मराठी म,0,marathi
मादर चोद साला दोगला देशद्रोही,1,marathi
तुम गांडू अंग्रेज़ों को क्या दिक्कत हैं,0,hindi
হা হা হা লোল,0,bangla
silly pity little boy my bad ass,1,english
जहां तक मेरी राय है महिलाओं को जाके अपनी माँ छुड़वाने चाहिए,0,hindi
owning land and buildings where immigrant detention centers operate is a business worth billions of dollars texas allege immigration,0,english
এই নাস্তিক দের কে মেরে মাটিতে পুতে দেওয়া উচিত,1,bangla
user hi there you might want to take a look at the abovementioned user who has been blocked and wanted multiple times now she is making fecal unsourced edits to the michael album page alongside several other pages related to jackson please take appropriate action,0,english
মেয়ে গুলার মা বাপ নাই।,0,bangla
